"","name","arrond","station","mm","dd","wday","mem","holiday","dur","avg","rev","n_AM","n_PM","n_tot","temp","rain"
"180","Gary-Carter / St-Laurent","Villeray - Saint-Michel - Parc-Extension",646,5,29,"Saturday",0,0,938.8,22.8975609756098,192.07,1,19,41,11.4,0
"181","Gary-Carter / St-Laurent","Villeray - Saint-Michel - Parc-Extension",646,6,2,"Wednesday",1,0,1522.9,15.3828282828283,NA,14,39,99,20.9,0
"182","Gary-Carter / St-Laurent","Villeray - Saint-Michel - Parc-Extension",646,6,19,"Saturday",1,0,1550.53333333333,18.0294573643411,NA,12,44,86,20.7,1.9
"183","Gary-Carter / St-Laurent","Villeray - Saint-Michel - Parc-Extension",646,6,24,"Thursday",1,1,1732.56666666667,14.8082621082621,NA,10,78,117,20.4,0
"184","Gary-Carter / St-Laurent","Villeray - Saint-Michel - Parc-Extension",646,7,21,"Wednesday",1,0,1224.61666666667,15.1187242798354,NA,14,44,81,20,1.5
"185","Gary-Carter / St-Laurent","Villeray - Saint-Michel - Parc-Extension",646,8,6,"Friday",1,0,1086.06666666667,14.4808888888889,NA,9,42,75,25.1,0.2
"186","Gary-Carter / St-Laurent","Villeray - Saint-Michel - Parc-Extension",646,8,22,"Sunday",1,0,1543.51666666667,15.4351666666667,NA,10,54,100,28.2,0
"187","Gary-Carter / St-Laurent","Villeray - Saint-Michel - Parc-Extension",646,8,31,"Tuesday",0,0,171.816666666667,13.2166666666667,42.0225,1,7,13,20.6,0
"188","Gary-Carter / St-Laurent","Villeray - Saint-Michel - Parc-Extension",646,9,3,"Friday",0,0,401.816666666667,21.1482456140351,84.0225,4,8,19,18,0
"189","Gary-Carter / St-Laurent","Villeray - Saint-Michel - Parc-Extension",646,9,8,"Wednesday",1,0,669.816666666667,13.3963333333333,NA,14,22,50,18.6,1
"190","Gary-Carter / St-Laurent","Villeray - Saint-Michel - Parc-Extension",646,9,28,"Tuesday",1,0,413.933333333333,11.4981481481481,NA,12,18,36,10.5,0.2
"191","Gary-Carter / St-Laurent","Villeray - Saint-Michel - Parc-Extension",646,10,13,"Wednesday",0,0,148,21.1428571428571,30.95,0,7,7,16.7,0
"192","Gary-Carter / St-Laurent","Villeray - Saint-Michel - Parc-Extension",646,10,24,"Sunday",1,0,436.083333333333,15.0373563218391,NA,3,19,29,7.3,0
"193","de Lanaudière / Marie-Anne","Le Plateau-Mont-Royal",170,4,15,"Thursday",0,0,15.4833333333333,15.4833333333333,3.5725,0,1,1,7.9,22.6
"194","de Lanaudière / Marie-Anne","Le Plateau-Mont-Royal",170,5,19,"Wednesday",0,0,87.75,14.625,20.6625,1,4,6,19.2,0
"195","de Lanaudière / Marie-Anne","Le Plateau-Mont-Royal",170,6,26,"Saturday",0,0,88.6166666666667,17.7233333333333,19.5425,0,3,5,21.4,20.8
"196","de Lanaudière / Marie-Anne","Le Plateau-Mont-Royal",170,6,27,"Sunday",1,0,473.95,13.1652777777778,NA,4,24,36,26.9,0
"197","de Lanaudière / Marie-Anne","Le Plateau-Mont-Royal",170,7,1,"Thursday",0,1,125.466666666667,15.6833333333333,28.82,2,3,8,20.6,0
"198","de Lanaudière / Marie-Anne","Le Plateau-Mont-Royal",170,7,1,"Thursday",1,1,508.7,14.1305555555556,NA,9,18,36,20.6,0
"199","de Lanaudière / Marie-Anne","Le Plateau-Mont-Royal",170,7,11,"Sunday",1,0,438.4,12.1777777777778,NA,11,20,36,21,0
"200","de Lanaudière / Marie-Anne","Le Plateau-Mont-Royal",170,7,13,"Tuesday",1,0,451.65,10.7535714285714,NA,21,15,42,23.2,5.8
"201","de Lanaudière / Marie-Anne","Le Plateau-Mont-Royal",170,7,22,"Thursday",0,0,120.316666666667,15.0395833333333,28.0475,4,4,8,19.6,0
"202","de Lanaudière / Marie-Anne","Le Plateau-Mont-Royal",170,8,1,"Sunday",0,0,106.633333333333,11.8481481481481,27.245,0,5,9,16.9,0
"203","de Lanaudière / Marie-Anne","Le Plateau-Mont-Royal",170,8,4,"Wednesday",1,0,441.766666666667,12.2712962962963,NA,14,18,36,21.1,0.2
"204","de Lanaudière / Marie-Anne","Le Plateau-Mont-Royal",170,8,10,"Tuesday",0,0,170.75,14.2291666666667,40.6125,6,4,12,26.5,10.4
"205","de Lanaudière / Marie-Anne","Le Plateau-Mont-Royal",170,8,15,"Sunday",0,0,165.033333333333,11.0022222222222,43.505,6,2,15,18.2,0
"206","de Lanaudière / Marie-Anne","Le Plateau-Mont-Royal",170,8,24,"Tuesday",0,0,194.05,16.1708333333333,44.1075,7,5,12,27.2,0
"207","de Lanaudière / Marie-Anne","Le Plateau-Mont-Royal",170,9,8,"Wednesday",1,0,351.216666666667,12.5434523809524,NA,8,14,28,18.6,1
"208","de Lanaudière / Marie-Anne","Le Plateau-Mont-Royal",170,9,16,"Thursday",0,0,50.4666666666667,8.41111111111111,15.07,3,3,6,16.9,0.2
"209","de Lanaudière / Marie-Anne","Le Plateau-Mont-Royal",170,9,20,"Monday",1,0,614.366666666667,10.4129943502825,NA,22,29,59,17.3,0
"210","de Lanaudière / Marie-Anne","Le Plateau-Mont-Royal",170,9,29,"Wednesday",0,0,53.9833333333333,10.7966666666667,14.3475,1,3,5,11.2,0
"211","de Lanaudière / Marie-Anne","Le Plateau-Mont-Royal",170,10,1,"Friday",0,0,56.6333333333333,11.3266666666667,14.745,2,3,5,12.5,0
"212","de Lanaudière / Marie-Anne","Le Plateau-Mont-Royal",170,10,14,"Thursday",1,0,505.916666666667,12.6479166666667,NA,21,12,40,18.3,0
"213","de Lanaudière / Marie-Anne","Le Plateau-Mont-Royal",170,11,7,"Sunday",1,0,188.933333333333,9.44666666666667,NA,3,15,20,6.9,0
"214","Marché Maisonneuve","Mercier - Hochelaga-Maisonneuve",141,4,15,"Thursday",1,0,50.4666666666667,10.0933333333333,NA,1,4,5,7.9,22.6
"215","Marché Maisonneuve","Mercier - Hochelaga-Maisonneuve",141,4,29,"Thursday",1,0,310.133333333333,12.4053333333333,NA,5,19,25,13.8,0.8
"216","Marché Maisonneuve","Mercier - Hochelaga-Maisonneuve",141,5,5,"Wednesday",0,0,54.45,18.15,11.9175,0,3,3,10.7,0.8
"217","Marché Maisonneuve","Mercier - Hochelaga-Maisonneuve",141,5,6,"Thursday",1,0,408.866666666667,13.189247311828,NA,8,22,31,10.2,0
"218","Marché Maisonneuve","Mercier - Hochelaga-Maisonneuve",141,5,29,"Saturday",0,0,90.6,22.65,18.59,1,3,4,11.4,0
"219","Marché Maisonneuve","Mercier - Hochelaga-Maisonneuve",141,6,25,"Friday",1,0,380.35,13.1155172413793,NA,9,17,29,22.2,0
"220","Marché Maisonneuve","Mercier - Hochelaga-Maisonneuve",141,7,5,"Monday",1,0,709.4,14.4775510204082,NA,11,34,49,20.2,0
"221","Marché Maisonneuve","Mercier - Hochelaga-Maisonneuve",141,7,21,"Wednesday",0,0,15.1833333333333,15.1833333333333,3.5275,1,0,1,20,1.5
"222","Marché Maisonneuve","Mercier - Hochelaga-Maisonneuve",141,7,23,"Friday",1,0,682.733333333333,15.5166666666667,NA,11,28,44,21,0
"223","Marché Maisonneuve","Mercier - Hochelaga-Maisonneuve",141,8,5,"Thursday",1,0,763.916666666667,13.641369047619,NA,17,28,56,22.1,0
"224","Marché Maisonneuve","Mercier - Hochelaga-Maisonneuve",141,8,7,"Saturday",0,0,82.6333333333333,13.7722222222222,19.895,2,3,6,23.6,0.8
"225","Marché Maisonneuve","Mercier - Hochelaga-Maisonneuve",141,8,17,"Tuesday",0,0,173.833333333333,15.8030303030303,39.825,2,5,11,21.2,0
"226","Marché Maisonneuve","Mercier - Hochelaga-Maisonneuve",141,8,27,"Friday",1,0,557.283333333333,11.8570921985816,NA,14,23,47,21.2,0
"227","Marché Maisonneuve","Mercier - Hochelaga-Maisonneuve",141,9,8,"Wednesday",0,0,47.4666666666667,15.8222222222222,10.87,2,0,3,18.6,1
"228","Marché Maisonneuve","Mercier - Hochelaga-Maisonneuve",141,9,21,"Tuesday",1,0,667.2,13.9,NA,14,29,48,20.2,0
"229","Marché Maisonneuve","Mercier - Hochelaga-Maisonneuve",141,9,26,"Sunday",1,0,441.666666666667,16.358024691358,NA,3,22,27,16.7,0
"230","Marché Maisonneuve","Mercier - Hochelaga-Maisonneuve",141,10,5,"Tuesday",0,0,16.2333333333333,8.11666666666667,4.935,2,0,2,13.1,0
"231","Marché Maisonneuve","Mercier - Hochelaga-Maisonneuve",141,10,18,"Monday",0,0,61.95,20.65,13.0425,0,2,3,9.7,0.7
"232","Clark / Prince-Arthur","Le Plateau-Mont-Royal",326,4,24,"Saturday",0,0,29.25,14.625,6.8875,0,2,2,14.1,0
"233","Clark / Prince-Arthur","Le Plateau-Mont-Royal",326,4,25,"Sunday",1,0,322.65,12.906,NA,2,22,25,9.2,1.4
"234","Clark / Prince-Arthur","Le Plateau-Mont-Royal",326,5,7,"Friday",0,0,83.9333333333333,10.4916666666667,22.59,0,6,8,9.7,0
"235","Clark / Prince-Arthur","Le Plateau-Mont-Royal",326,5,7,"Friday",1,0,637.166666666667,13.8514492753623,NA,6,34,46,9.7,0
"236","Clark / Prince-Arthur","Le Plateau-Mont-Royal",326,5,17,"Monday",1,0,396.816666666667,11.6710784313725,NA,7,20,34,17.9,0.2
"237","Clark / Prince-Arthur","Le Plateau-Mont-Royal",326,5,23,"Sunday",1,0,544.366666666667,12.6596899224806,NA,5,24,43,15.8,0.5
"238","Clark / Prince-Arthur","Le Plateau-Mont-Royal",326,6,20,"Sunday",0,0,274.233333333333,17.1395833333333,61.135,3,5,16,21.8,0
"239","Clark / Prince-Arthur","Le Plateau-Mont-Royal",326,7,6,"Tuesday",0,0,103.083333333333,12.8854166666667,25.4625,1,5,8,23.1,1.2
"240","Clark / Prince-Arthur","Le Plateau-Mont-Royal",326,7,14,"Wednesday",1,0,890.916666666667,11.2774261603376,NA,18,51,79,24.2,0
"241","Clark / Prince-Arthur","Le Plateau-Mont-Royal",326,8,6,"Friday",1,0,1077.51666666667,10.7751666666667,NA,23,42,100,25.1,0.2
"242","Clark / Prince-Arthur","Le Plateau-Mont-Royal",326,8,19,"Thursday",1,0,1370.66666666667,11.0537634408602,NA,19,46,124,23.7,0.5
"243","Clark / Prince-Arthur","Le Plateau-Mont-Royal",326,9,14,"Tuesday",0,0,378.35,12.6116666666667,94.2525,5,17,30,16.7,0
"244","Clark / Prince-Arthur","Le Plateau-Mont-Royal",326,10,7,"Thursday",1,0,1189.25,8.43439716312057,NA,33,79,141,14.4,0
"245","Clark / Prince-Arthur","Le Plateau-Mont-Royal",326,11,5,"Friday",1,0,550.083333333333,7.53538812785388,NA,15,46,73,3.5,0
"246","du Havre / de Rouen","Ville-Marie",304,5,31,"Monday",1,0,414.716666666667,14.8113095238095,NA,5,19,28,15.7,0
"247","du Havre / de Rouen","Ville-Marie",304,6,23,"Wednesday",1,0,493.6,14.9575757575758,NA,12,18,33,14.5,0
"248","du Havre / de Rouen","Ville-Marie",304,6,26,"Saturday",1,0,149.183333333333,13.5621212121212,NA,3,6,11,21.4,20.8
"249","du Havre / de Rouen","Ville-Marie",304,6,29,"Tuesday",1,0,318.266666666667,9.94583333333333,NA,13,9,32,25.6,0
"250","du Havre / de Rouen","Ville-Marie",304,7,8,"Thursday",1,0,218.583333333333,10.9291666666667,NA,7,10,20,17.2,16.1
"251","du Havre / de Rouen","Ville-Marie",304,7,20,"Tuesday",0,0,35.8,8.95,10.37,0,3,4,21.2,9.6
"252","du Havre / de Rouen","Ville-Marie",304,7,31,"Saturday",1,0,571.466666666667,15.0385964912281,NA,12,17,38,17.9,0
"253","du Havre / de Rouen","Ville-Marie",304,8,7,"Saturday",1,0,423.733333333333,13.6688172043011,NA,6,16,31,23.6,0.8
"254","du Havre / de Rouen","Ville-Marie",304,8,8,"Sunday",0,0,57.1666666666667,11.4333333333333,14.825,0,3,5,24,0
"255","du Havre / de Rouen","Ville-Marie",304,8,10,"Tuesday",1,0,558.383333333333,12.4085185185185,NA,13,21,45,26.5,10.4
"256","du Havre / de Rouen","Ville-Marie",304,8,24,"Tuesday",1,0,246.05,9.842,NA,9,13,25,27.2,0
"257","du Havre / de Rouen","Ville-Marie",304,9,29,"Wednesday",0,0,25.0166666666667,12.5083333333333,6.2525,0,1,2,11.2,0
"258","du Havre / de Rouen","Ville-Marie",304,10,18,"Monday",1,0,209.783333333333,9.12101449275362,NA,7,13,23,9.7,0.7
"259","du Havre / de Rouen","Ville-Marie",304,11,7,"Sunday",1,0,241.466666666667,12.0733333333333,NA,7,10,20,6.9,0
"260","Boyer / Bélanger","Rosemont - La Petite-Patrie",569,4,10,"Saturday",0,0,67,22.3333333333333,13.8,1,2,3,16.4,0
"261","Boyer / Bélanger","Rosemont - La Petite-Patrie",569,5,3,"Monday",0,0,17.45,17.45,3.8675,0,1,1,7.6,0
"262","Boyer / Bélanger","Rosemont - La Petite-Patrie",569,6,21,"Monday",0,0,33.4666666666667,8.36666666666667,10.02,0,4,4,24.1,2.9
"263","Boyer / Bélanger","Rosemont - La Petite-Patrie",569,7,15,"Thursday",1,0,780.883333333333,13.2353107344633,NA,15,37,59,25.3,3.2
"264","Boyer / Bélanger","Rosemont - La Petite-Patrie",569,7,20,"Tuesday",0,0,81.3333333333333,11.6190476190476,20.95,2,5,7,21.2,9.6
"265","Boyer / Bélanger","Rosemont - La Petite-Patrie",569,8,5,"Thursday",1,0,971.466666666667,14.0792270531401,NA,10,43,69,22.1,0
"266","Boyer / Bélanger","Rosemont - La Petite-Patrie",569,8,13,"Friday",0,0,122.216666666667,17.4595238095238,27.0825,0,4,7,27,0.2
"267","Boyer / Bélanger","Rosemont - La Petite-Patrie",569,9,10,"Friday",0,0,290.583333333333,20.7559523809524,61.0875,0,14,14,17.1,0.3
"268","Boyer / Bélanger","Rosemont - La Petite-Patrie",569,9,12,"Sunday",1,0,747.716666666667,11.8685185185185,NA,16,43,63,19.1,0
"269","Boyer / Bélanger","Rosemont - La Petite-Patrie",569,9,21,"Tuesday",0,0,96.5833333333333,13.797619047619,23.2375,1,5,7,20.2,0
"270","Boyer / Bélanger","Rosemont - La Petite-Patrie",569,9,25,"Saturday",0,0,399.016666666667,15.3467948717949,92.3525,2,16,26,16.7,0
"271","Boyer / Bélanger","Rosemont - La Petite-Patrie",569,9,27,"Monday",1,0,589.25,11.3317307692308,NA,19,30,52,13.6,3.1
"272","Boyer / Bélanger","Rosemont - La Petite-Patrie",569,10,15,"Friday",0,0,217.533333333333,15.5380952380952,50.13,4,4,14,18.4,0
"273","Boyer / Bélanger","Rosemont - La Petite-Patrie",569,10,19,"Tuesday",1,0,555.916666666667,11.8280141843972,NA,13,30,47,8.8,0
"274","University / Prince-Arthur","Le Plateau-Mont-Royal",310,4,13,"Tuesday",1,0,400.166666666667,15.3910256410256,NA,6,19,26,12.1,0.2
"275","University / Prince-Arthur","Le Plateau-Mont-Royal",310,4,19,"Monday",0,0,17.5333333333333,8.76666666666667,5.13,0,2,2,12.3,0
"276","University / Prince-Arthur","Le Plateau-Mont-Royal",310,5,17,"Monday",0,0,162.733333333333,32.5466666666667,30.66,0,5,5,17.9,0.2
"277","University / Prince-Arthur","Le Plateau-Mont-Royal",310,7,13,"Tuesday",1,0,458.4,9.55,NA,11,31,48,23.2,5.8
"278","University / Prince-Arthur","Le Plateau-Mont-Royal",310,8,3,"Tuesday",1,0,653.6,11.0779661016949,NA,16,35,59,21.5,0.2
"279","University / Prince-Arthur","Le Plateau-Mont-Royal",310,8,15,"Sunday",1,0,103.583333333333,6.90555555555556,NA,3,9,15,18.2,0
"280","University / Prince-Arthur","Le Plateau-Mont-Royal",310,9,11,"Saturday",0,0,272.2,12.3727272727273,68.33,4,12,22,18.4,0
"281","University / Prince-Arthur","Le Plateau-Mont-Royal",310,9,14,"Tuesday",0,0,265.666666666667,11.5507246376812,68.6,2,17,23,16.7,0
"282","University / Prince-Arthur","Le Plateau-Mont-Royal",310,9,16,"Thursday",0,0,343.916666666667,14.9528985507246,80.3375,5,17,23,16.9,0.2
"283","University / Prince-Arthur","Le Plateau-Mont-Royal",310,9,21,"Tuesday",1,0,657.266666666667,8.21583333333333,NA,22,56,80,20.2,0
"284","University / Prince-Arthur","Le Plateau-Mont-Royal",310,10,24,"Sunday",0,0,119.883333333333,11.9883333333333,30.4825,0,9,10,7.3,0
"285","University / Prince-Arthur","Le Plateau-Mont-Royal",310,11,4,"Thursday",1,0,676.166666666667,8.3477366255144,NA,7,62,81,1.3,0.2
"286","University / Prince-Arthur","Le Plateau-Mont-Royal",310,11,7,"Sunday",0,0,246.866666666667,13.7148148148148,59.53,0,16,18,6.9,0
"287","Quai de la navette fluviale","Ville-Marie",526,7,4,"Sunday",0,0,99.9,19.98,21.235,1,3,5,18.4,0
"288","Quai de la navette fluviale","Ville-Marie",526,8,2,"Monday",0,0,78.3166666666667,19.5791666666667,16.7475,1,2,4,18.8,0
"289","Quai de la navette fluviale","Ville-Marie",526,9,4,"Saturday",1,0,780.116666666667,25.1650537634409,NA,0,21,31,19,0
"290","Quai de la navette fluviale","Ville-Marie",526,9,12,"Sunday",1,0,620.55,31.0275,NA,1,16,20,19.1,0
"291","Quai de la navette fluviale","Ville-Marie",526,9,28,"Tuesday",1,0,112.95,28.2375,NA,2,2,4,10.5,0.2
"292","Quai de la navette fluviale","Ville-Marie",526,10,1,"Friday",0,0,332.666666666667,47.5238095238095,58.65,1,6,7,12.5,0
"293","Quai de la navette fluviale","Ville-Marie",526,10,5,"Tuesday",0,0,34.4,34.4,6.41,0,1,1,13.1,0
"294","Quai de la navette fluviale","Ville-Marie",526,10,9,"Saturday",0,0,483.65,32.2433333333333,91.2975,2,13,15,16,0
"295","Quai de la navette fluviale","Ville-Marie",526,10,16,"Saturday",0,0,15.5666666666667,15.5666666666667,3.585,1,0,1,15.8,18.7
"296","Quai de la navette fluviale","Ville-Marie",526,11,1,"Monday",0,0,137.3,45.7666666666667,24.345,0,3,3,8,0
"297","Quai de la navette fluviale","Ville-Marie",526,11,6,"Saturday",1,0,124.983333333333,24.9966666666667,NA,0,4,5,5.5,0
"298","Park Row O / Sherbrooke","Côte-des-Neiges - Notre-Dame-de-Grâce",342,6,12,"Saturday",0,0,238.466666666667,23.8466666666667,48.27,1,3,10,19.3,0
"299","Park Row O / Sherbrooke","Côte-des-Neiges - Notre-Dame-de-Grâce",342,8,8,"Sunday",1,0,545.916666666667,20.9967948717949,NA,3,18,26,24,0
"300","Park Row O / Sherbrooke","Côte-des-Neiges - Notre-Dame-de-Grâce",342,8,11,"Wednesday",0,0,88.8833333333333,17.7766666666667,19.5825,0,4,5,27,5
"301","Park Row O / Sherbrooke","Côte-des-Neiges - Notre-Dame-de-Grâce",342,8,16,"Monday",1,0,404.65,14.987037037037,NA,7,17,27,19.5,0
"302","Park Row O / Sherbrooke","Côte-des-Neiges - Notre-Dame-de-Grâce",342,8,24,"Tuesday",0,0,41.9166666666667,20.9583333333333,8.7875,1,1,2,27.2,0
"303","Park Row O / Sherbrooke","Côte-des-Neiges - Notre-Dame-de-Grâce",342,9,1,"Wednesday",0,0,39.9333333333333,13.3111111111111,9.74,2,0,3,18,0
"304","Park Row O / Sherbrooke","Côte-des-Neiges - Notre-Dame-de-Grâce",342,9,11,"Saturday",0,0,116,29,22.4,1,2,4,18.4,0
"305","Park Row O / Sherbrooke","Côte-des-Neiges - Notre-Dame-de-Grâce",342,9,24,"Friday",1,0,234.95,21.3590909090909,NA,1,10,11,18.3,26.5
"306","Park Row O / Sherbrooke","Côte-des-Neiges - Notre-Dame-de-Grâce",342,10,3,"Sunday",0,0,13.8166666666667,13.8166666666667,3.3225,0,1,1,13,0.7
"307","Swail / Decelles","Côte-des-Neiges - Notre-Dame-de-Grâce",371,5,28,"Friday",0,0,51.1333333333333,12.7833333333333,12.67,1,0,4,7.8,0
"308","Swail / Decelles","Côte-des-Neiges - Notre-Dame-de-Grâce",371,7,24,"Saturday",0,0,390.266666666667,22.956862745098,79.79,2,8,17,21.9,0.6
"309","Swail / Decelles","Côte-des-Neiges - Notre-Dame-de-Grâce",371,7,29,"Thursday",0,0,115.866666666667,16.552380952381,26.13,2,2,7,17.7,0.7
"310","Swail / Decelles","Côte-des-Neiges - Notre-Dame-de-Grâce",371,8,6,"Friday",1,0,672.1,12.925,NA,12,28,52,25.1,0.2
"311","Swail / Decelles","Côte-des-Neiges - Notre-Dame-de-Grâce",371,8,9,"Monday",1,0,574.7,15.1236842105263,NA,12,19,38,25.2,0.2
"312","Swail / Decelles","Côte-des-Neiges - Notre-Dame-de-Grâce",371,9,1,"Wednesday",0,0,632.25,20.3951612903226,133.5875,1,17,31,18,0
"313","Swail / Decelles","Côte-des-Neiges - Notre-Dame-de-Grâce",371,9,18,"Saturday",0,0,422.466666666667,16.8986666666667,94.62,1,10,25,18.7,0
"314","Swail / Decelles","Côte-des-Neiges - Notre-Dame-de-Grâce",371,9,21,"Tuesday",0,0,287.583333333333,14.3791666666667,68.1375,3,12,20,20.2,0
"315","Swail / Decelles","Côte-des-Neiges - Notre-Dame-de-Grâce",371,9,24,"Friday",1,0,936.033333333333,15.8649717514124,NA,12,37,59,18.3,26.5
"316","Swail / Decelles","Côte-des-Neiges - Notre-Dame-de-Grâce",371,9,29,"Wednesday",1,0,813.316666666667,13.3330601092896,NA,15,39,61,11.2,0
"317","Swail / Decelles","Côte-des-Neiges - Notre-Dame-de-Grâce",371,10,7,"Thursday",1,0,1535.86666666667,15.833676975945,NA,24,53,97,14.4,0
"318","Swail / Decelles","Côte-des-Neiges - Notre-Dame-de-Grâce",371,10,31,"Sunday",0,0,102.55,20.51,21.6325,1,0,5,9.6,37
"319","Swail / Decelles","Côte-des-Neiges - Notre-Dame-de-Grâce",371,11,1,"Monday",0,0,98.4166666666667,12.3020833333333,24.7625,1,6,8,8,0
"320","Swail / Decelles","Côte-des-Neiges - Notre-Dame-de-Grâce",371,11,3,"Wednesday",0,0,145.883333333333,12.1569444444444,36.8825,3,8,12,2.2,0
"321","Swail / Decelles","Côte-des-Neiges - Notre-Dame-de-Grâce",371,11,10,"Wednesday",0,0,119.666666666667,10.8787878787879,31.7,3,7,11,6,0
"322","Swail / Decelles","Côte-des-Neiges - Notre-Dame-de-Grâce",371,11,11,"Thursday",0,0,88.2333333333333,11.0291666666667,23.235,3,3,8,3.9,0
"323","Terminus Newman (Airlie / Lafleur)","LaSalle",961,5,21,"Friday",1,0,56.6,28.3,NA,1,1,2,25.3,0
"324","Terminus Newman (Airlie / Lafleur)","LaSalle",961,6,2,"Wednesday",0,0,18.0333333333333,18.0333333333333,3.955,1,0,1,20.9,0
"325","Terminus Newman (Airlie / Lafleur)","LaSalle",961,8,17,"Tuesday",1,0,88.4,22.1,NA,1,3,4,21.2,0
"326","Terminus Newman (Airlie / Lafleur)","LaSalle",961,11,10,"Wednesday",1,0,17.7,17.7,NA,1,0,1,6,0
"327","Messier / du Mont-Royal","Le Plateau-Mont-Royal",179,4,14,"Wednesday",0,0,33.9166666666667,8.47916666666667,10.0875,0,4,4,12.4,0
"328","Messier / du Mont-Royal","Le Plateau-Mont-Royal",179,4,22,"Thursday",1,0,204.016666666667,11.3342592592593,NA,2,14,18,0.8,0
"329","Messier / du Mont-Royal","Le Plateau-Mont-Royal",179,4,27,"Tuesday",0,0,64.3,16.075,14.645,1,3,4,8,0
"330","Messier / du Mont-Royal","Le Plateau-Mont-Royal",179,5,15,"Saturday",1,0,661.316666666667,11.2087570621469,NA,14,36,59,17.7,0.2
"331","Messier / du Mont-Royal","Le Plateau-Mont-Royal",179,5,24,"Monday",1,1,576.9,12.01875,NA,11,33,48,14.4,0
"332","Messier / du Mont-Royal","Le Plateau-Mont-Royal",179,6,23,"Wednesday",1,0,949,13,NA,18,44,73,14.5,0
"333","Messier / du Mont-Royal","Le Plateau-Mont-Royal",179,7,3,"Saturday",1,0,550.733333333333,11.0146666666667,NA,7,30,50,16.5,0
"334","Messier / du Mont-Royal","Le Plateau-Mont-Royal",179,7,17,"Saturday",1,0,846.55,12.0935714285714,NA,24,36,70,21.7,0
"335","Messier / du Mont-Royal","Le Plateau-Mont-Royal",179,7,31,"Saturday",1,0,504.083333333333,12.6020833333333,NA,9,22,40,17.9,0
"336","Messier / du Mont-Royal","Le Plateau-Mont-Royal",179,8,3,"Tuesday",1,0,702.85,10.98203125,NA,11,46,64,21.5,0.2
"337","Messier / du Mont-Royal","Le Plateau-Mont-Royal",179,8,9,"Monday",1,0,658.266666666667,10.7912568306011,NA,19,36,61,25.2,0.2
"338","Messier / du Mont-Royal","Le Plateau-Mont-Royal",179,8,20,"Friday",1,0,777.833333333333,10.3711111111111,NA,21,42,75,25.9,0
"339","Messier / du Mont-Royal","Le Plateau-Mont-Royal",179,9,5,"Sunday",1,0,499.4,8.76140350877193,NA,11,30,57,19.5,13.6
"340","Messier / du Mont-Royal","Le Plateau-Mont-Royal",179,9,8,"Wednesday",1,0,648.416666666667,10.8069444444444,NA,22,28,60,18.6,1
"341","Messier / du Mont-Royal","Le Plateau-Mont-Royal",179,9,17,"Friday",1,0,970.066666666667,11.4125490196078,NA,28,46,85,19.8,0
"342","Messier / du Mont-Royal","Le Plateau-Mont-Royal",179,9,24,"Friday",1,0,709.166666666667,10.2777777777778,NA,17,42,69,18.3,26.5
"343","Messier / du Mont-Royal","Le Plateau-Mont-Royal",179,9,27,"Monday",1,0,636.733333333333,10.9781609195402,NA,24,25,58,13.6,3.1
"344","Messier / du Mont-Royal","Le Plateau-Mont-Royal",179,10,9,"Saturday",1,0,673.066666666667,12.0190476190476,NA,12,37,56,16,0
"345","Messier / du Mont-Royal","Le Plateau-Mont-Royal",179,10,12,"Tuesday",1,0,650.766666666667,10.1682291666667,NA,14,35,64,18.5,0
